largest,largest+,smallest,primary,UWA,VWA,VWANLrg,cosine,concat
0.574788781817691,0.5739628040057224,0.6275056009933327,0.574163191705173,0.6468863875617459,0.6520366021540206,0.6347077713551702,0.5178901734104047,0.5729608220937701
0.5494442720875377,0.5943161616609296,0.6119753578868058,0.548646155214192,0.5924448581010209,0.6246952976111333,0.6005783583411889,0.5017931943666764,0.5678968594291547
0.603381706155374,0.6066955147043921,0.5774792760291048,0.5469901526445083,0.5728936541072985,0.6583787673037557,0.5872990664530741,0.5309651715185328,0.5739483787217589
0.5858044243975369,0.5478600207789575,0.6130400628436764,0.5465522865530877,0.6234042014038467,0.6543496439703013,0.5855744279311158,0.5078176194595161,0.5433474876150035
0.6240962166276112,0.6392677602195117,0.6270003404834865,0.5861199417461423,0.5986200404574495,0.6632167678102906,0.5913114632150561,0.5095464802003521,0.5751568350318629
0.5621712823467938,0.5899727991483252,0.6213294721472069,0.5619350749559083,0.6059465847548261,0.6406679591547714,0.5847063807815283,0.5074339844965345,0.566535154207185
0.5642478062109191,0.5415374914613,0.6310335767957543,0.5483482489384046,0.6294414376543535,0.6320056749513951,0.5732450222821865,0.526677296700601,0.5901781212096433
0.6228216042063294,0.6079359980347787,0.565811291518842,0.5605451222627618,0.5787552968854077,0.6549359649661519,0.6390611216131065,0.5323282923755513,0.5675551354757404
0.6007491688438028,0.5847729175964417,0.6071827941891776,0.5443731823992052,0.5829426188816624,0.6451627461501046,0.6064632534928801,0.5073546673463502,0.5744354043557874
0.5672465424378063,0.6001185147561453,0.6049807942604997,0.5675972227218765,0.6140016719045956,0.6299800006349004,0.6184540022091564,0.5110732246135692,0.5690841606235035
0.590333752696762,0.5919171286839802,0.605674800403737,0.5308606932223169,0.5841676752117945,0.6376054188770947,0.6237691365379853,0.5291223466566702,0.5629271623367496
0.624395761202615,0.6163208079377896,0.6121008152384324,0.554904644868245,0.6019075694390673,0.6904168003274228,0.5914339168782574,0.4972571161298944,0.602582520379527
0.5714762892354326,0.5402175647110438,0.5854454991425039,0.5566826669626259,0.5983627806804132,0.6474843457105253,0.6320569878066024,0.530355567824512,0.5866094813597894
