largest,largest+,smallest,lung,UWA,VWA,VWANLrg,cosine,concat
0.6714285714285714,0.669047619047619,0.7297619047619047,0.6466809421841542,0.6422619047619048,0.6553571428571429,0.669047619047619,0.5053571428571428,0.6952380952380952
0.6317365269461078,0.640119760479042,0.5706586826347305,0.607976653696498,0.5640718562874252,0.6125748502994012,0.5916167664670658,0.518562874251497,0.6832335329341317
0.6192332683560754,0.6133853151397011,0.6237816764132553,0.601427115188583,0.6504223521767382,0.6114359974009097,0.6289798570500325,0.5971410006497726,0.7024041585445094
0.5771144278606966,0.5665422885572139,0.6697761194029851,0.6136363636363636,0.5982587064676617,0.5883084577114428,0.6268656716417911,0.5870646766169154,0.6330845771144279
0.6421568627450981,0.6415441176470589,0.6329656862745098,0.6109537299339,0.5986519607843137,0.6066176470588235,0.5808823529411765,0.5189950980392157,0.7261029411764706
0.5727040816326531,0.6364795918367347,0.5963010204081632,0.6520912547528517,0.5688775510204082,0.6332908163265306,0.5963010204081632,0.5414540816326531,0.6741071428571429
0.612482853223594,0.6083676268861454,0.6893004115226338,0.6619859578736209,0.620713305898491,0.6200274348422496,0.6755829903978052,0.5555555555555556,0.6934156378600823
0.6457142857142857,0.5866666666666667,0.6412698412698413,0.6063829787234043,0.6342857142857142,0.6914285714285714,0.6977777777777778,0.5403174603174603,0.6850793650793651
0.5597758405977584,0.5666251556662516,0.6270236612702366,0.6342592592592593,0.5510585305105853,0.5840597758405978,0.5784557907845579,0.5865504358655044,0.6326276463262764
0.6666666666666666,0.6738703339882122,0.6908971840209561,0.7113702623906706,0.6090373280943026,0.5651604453176162,0.6326129666011788,0.5952848722986247,0.722331368696791
0.6415215989684074,0.6421663442940039,0.6344294003868471,0.5988372093023255,0.7008381689232753,0.6247582205029013,0.6750483558994197,0.5757575757575758,0.7059961315280464
0.6491985203452528,0.6596794081381011,0.6843403205918619,0.5381565906838454,0.6676942046855734,0.6226880394574599,0.6485819975339088,0.6004932182490752,0.7422934648581998
0.5997267759562842,0.5997267759562842,0.6236338797814208,0.5806451612903226,0.6400273224043715,0.5430327868852459,0.6359289617486339,0.48975409836065575,0.6605191256830601
0.6090750436300174,0.622454915648633,0.6265270506108203,0.5650406504065041,0.6032577079697499,0.6340895869691682,0.5735892961023851,0.5799883653286795,0.7108784176847004
0.6599326599326599,0.6686868686868687,0.6861952861952862,0.5903732809430255,0.6377104377104377,0.6397306397306397,0.6693602693602694,0.5454545454545454,0.7104377104377104
0.6295319709953856,0.6249176005273567,0.6783124588002637,0.6438612933458294,0.6170072511535926,0.5985497692814766,0.6572181938035596,0.5418589321028345,0.7007251153592617
0.5949292452830188,0.5849056603773585,0.597877358490566,0.6772093023255814,0.6668632075471698,0.6049528301886793,0.6161556603773585,0.5094339622641509,0.683372641509434
0.5288461538461539,0.5679487179487179,0.6532051282051282,0.643646408839779,0.6102564102564103,0.6012820512820513,0.6512820512820513,0.5237179487179487,0.6801282051282052
0.5883734586024663,0.5860246623605402,0.6294773928361714,0.6019047619047619,0.5971814445096888,0.5948326482677627,0.6136230182031709,0.48620082207868465,0.624192601291838
0.6708701134930644,0.6368221941992434,0.5775535939470365,0.660541586073501,0.6141235813366961,0.6002522068095839,0.6469104665825978,0.5372005044136192,0.6872635561160151
0.6137469586374696,0.6058394160583942,0.6155717761557178,0.6229971724787936,0.6228710462287105,0.601581508515815,0.610705596107056,0.5194647201946472,0.5924574209245742
0.6176075268817204,0.6202956989247311,0.6303763440860215,0.6994274809160306,0.5846774193548387,0.6155913978494624,0.6229838709677419,0.5033602150537635,0.7184139784946236
0.592057761732852,0.5998796630565584,0.5860409145607701,0.6306818181818182,0.5842358604091457,0.6173285198555957,0.5691937424789411,0.6101083032490975,0.6955475330926595
0.580368906455863,0.5757575757575758,0.5296442687747036,0.618860510805501,0.5645586297760211,0.5685111989459816,0.6291172595520421,0.5263504611330698,0.6054018445322793
0.616329036218539,0.6206261510128913,0.623695518723143,0.5611940298507463,0.612645794966237,0.6187845303867403,0.5936157151626765,0.519950890116636,0.7176181706568447
0.5854922279792746,0.6042746113989638,0.6042746113989638,0.6283448959365708,0.6431347150259067,0.6016839378238342,0.6541450777202072,0.552461139896373,0.6534974093264249
0.5775,0.563125,0.538125,0.5549188156638013,0.60125,0.604375,0.5875,0.540625,0.586875
0.5699208443271768,0.5303430079155673,0.6147757255936676,0.6722846441947565,0.6094986807387863,0.6029023746701847,0.6523746701846965,0.5079155672823219,0.6108179419525066
0.6192170818505338,0.5990510083036773,0.564650059311981,0.5993914807302231,0.5913404507710558,0.5771055753262159,0.6067615658362989,0.5735468564650059,0.6874258600237247
0.6047058823529412,0.571764705882353,0.6588235294117647,0.5987717502558854,0.648235294117647,0.6511764705882352,0.6447058823529411,0.5464705882352942,0.6223529411764706
0.6202686202686203,0.6349206349206349,0.6257631257631258,0.6857142857142857,0.6471306471306472,0.6373626373626373,0.6593406593406593,0.5903540903540904,0.6782661782661783
0.6262135922330098,0.6868932038834952,0.6529126213592233,0.6193181818181818,0.6729368932038835,0.7020631067961165,0.7354368932038835,0.6316747572815534,0.7081310679611651
0.6082920792079208,0.6318069306930693,0.6658415841584159,0.71875,0.6571782178217822,0.6330445544554455,0.6782178217821783,0.619430693069307,0.6714108910891089
0.7095610342754058,0.7107636800962117,0.687913409500902,0.7025691699604744,0.582080577269994,0.6740829825616356,0.671677690920024,0.5201443174984967,0.7348165965123271
0.6390931372549019,0.633578431372549,0.6194852941176471,0.5756143667296786,0.5471813725490197,0.5888480392156863,0.6415441176470589,0.5073529411764706,0.6764705882352942
0.5945102932002495,0.5851528384279476,0.6699937616968185,0.6771130104463438,0.6550218340611353,0.6699937616968185,0.6936993137866501,0.4822208359326263,0.6406737367436057
0.5813128326434063,0.5854523950325251,0.6960378474275577,0.6283185840707964,0.5854523950325251,0.5688941454760497,0.5706682436428149,0.5322294500295683,0.6995860437610881
0.6114081996434938,0.6060606060606061,0.5935828877005348,0.6111685625646329,0.6286393345216874,0.6767676767676768,0.6702317290552585,0.5098039215686274,0.7231134878193701
0.6356198867212083,0.6331025802391441,0.6626809314033983,0.6713615023474179,0.7174323473882945,0.6677155443675268,0.6828193832599119,0.5556954059156702,0.6349905601006922
0.5674865026994601,0.5656868626274745,0.6370725854829035,0.6347746090156394,0.6106778644271146,0.5980803839232154,0.6220755848830234,0.4973005398920216,0.6544691061787642
0.6851275668948351,0.672682016179216,0.6782825140012445,0.6589219330855018,0.701929060360921,0.6328562538892346,0.6739265712507778,0.5861854387056628,0.6876166770379589
0.6179913739987677,0.6272335181762169,0.6303142329020333,0.5559174809989142,0.6216882316697474,0.634011090573013,0.5970425138632163,0.5009242144177449,0.6839186691312384
0.6355311355311355,0.6379731379731379,0.5482295482295483,0.6172480620155039,0.6575091575091575,0.6147741147741148,0.6275946275946276,0.5653235653235653,0.6727716727716728
0.5816077953714982,0.5767356881851401,0.6869671132764921,0.6507782101167315,0.6272838002436053,0.6017052375152253,0.6218026796589525,0.5365408038976858,0.7198538367844093
0.5346769413159455,0.5708358032009484,0.6668642560758743,0.6142857142857143,0.5981031416716064,0.5643153526970954,0.5660936573799644,0.5257854179016005,0.6330764671013633
0.6167164179104477,0.6328358208955224,0.6286567164179104,0.6108468125594672,0.6346268656716418,0.6214925373134328,0.6286567164179104,0.5223880597014925,0.6650746268656716
0.6947890818858561,0.6867245657568238,0.6358560794044665,0.6180422264875239,0.7140198511166254,0.674317617866005,0.6761786600496278,0.510545905707196,0.6972704714640199
0.5626134301270418,0.5934664246823956,0.557773744706594,0.6246472248353716,0.6007259528130672,0.6309739866908651,0.6061705989110708,0.5063520871143375,0.7235329703569268
0.6101587301587301,0.6146031746031746,0.6704761904761904,0.5770712909441233,0.5968253968253968,0.6546031746031746,0.6812698412698412,0.5968253968253968,0.7092063492063492
0.6151975683890577,0.6054711246200608,0.5507598784194528,0.6081871345029239,0.6121580547112462,0.6066869300911855,0.6328267477203647,0.4911854103343465,0.6267477203647417
0.6668769716088329,0.656782334384858,0.6914826498422713,0.6144578313253012,0.6637223974763407,0.580441640378549,0.6750788643533123,0.5457413249211357,0.6649842271293376
0.6404561824729892,0.6218487394957983,0.6032412965186075,0.6760700389105059,0.602641056422569,0.5696278511404562,0.6272509003601441,0.5540216086434574,0.6248499399759904
0.5705003248862898,0.571799870045484,0.6471734892787524,0.6206554121151936,0.6387264457439896,0.6062378167641326,0.6205328135152697,0.5607537361923327,0.6712150747238467
0.6397146254458977,0.6397146254458977,0.5778834720570749,0.5448343079922028,0.5665873959571938,0.6093935790725327,0.5897740784780023,0.5011890606420928,0.664090368608799
0.5758730158730159,0.5847619047619048,0.594920634920635,0.5620229007633588,0.6501587301587302,0.6565079365079365,0.6323809523809524,0.5638095238095238,0.6952380952380952
0.6119775421085465,0.587024329382408,0.6793512164691204,0.6482558139534884,0.636930754834685,0.5402370555208983,0.5577043044291953,0.48346849656893326,0.6556456643792888
0.564923076923077,0.6049230769230769,0.6553846153846153,0.5990783410138248,0.6553846153846153,0.656,0.660923076923077,0.5372307692307692,0.6658461538461539
0.6607256524506684,0.6511775938892426,0.7008274984086569,0.6373626373626373,0.6148949713558243,0.6772756206238065,0.6588160407383832,0.5264162953532782,0.7568427753023552
0.5598316295850871,0.5183403487672881,0.613950691521347,0.5862068965517241,0.5453998797354179,0.5808779314491882,0.6259771497294047,0.5652435357787132,0.6037282020444978
0.6322463768115942,0.6068840579710145,0.6231884057971014,0.6206572769953052,0.6086956521739131,0.5942028985507246,0.660024154589372,0.49818840579710144,0.6690821256038647
0.566804002354326,0.5909358446144791,0.5844614479105356,0.6263414634146341,0.5544437904649794,0.6421424367274867,0.646262507357269,0.5344320188346086,0.6150676868746321
