largest,largest+,smallest,primary,UWA,VWA,VWANLrg,concat
0.5929715729752825,0.589220715991402,0.5500793227591735,0.6494733536026629,0.6261861153707304,0.6340157188231749,0.5929715729752825,0.5929715729752825
0.6139288924311133,0.6200954655326377,0.563604420153059,0.6521287084030521,0.6283708902844477,0.6124250630473924,0.6139288924311133,0.6139288924311133
0.5651478406606213,0.577891050756407,0.5685927389369235,0.6682734194793186,0.5738370866954504,0.5975032465009934,0.5651478406606213,0.5651478406606213
0.5836617616193652,0.5738293183461206,0.5452910379888529,0.6640500045649285,0.566509642965416,0.6188900678622233,0.5836617616193652,0.5836617616193652
0.615514014263037,0.5952448645959201,0.5504211386736797,0.645432799708557,0.6058532944772195,0.5920048807069918,0.615514014263037,0.615514014263037
0.6081512950930527,0.6086408138064857,0.5662334989562814,0.6791454825318345,0.6161497074647929,0.6092170640637403,0.6081512950930527,0.6081512950930527
0.6258700729673183,0.618744313011829,0.5561512202755255,0.6146944544707285,0.6482094318517703,0.6039248187408356,0.6258700729673183,0.6258700729673183
0.5931584901899866,0.5955472445791395,0.5420508702100345,0.6309886195489129,0.5879120234947917,0.5943748497869172,0.5931584901899866,0.5931584901899866
0.6087860596200995,0.6012333020186513,0.5582424443782508,0.6536567264876535,0.6155168068189629,0.6170806314872946,0.6087860596200995,0.6087860596200995
0.6202436909597043,0.6068269976726144,0.543160072407551,0.688826609990554,0.6021478878595659,0.6026194496417652,0.6202436909597043,0.6202436909597043
0.598300911105639,0.5646330952967249,0.5492089386850529,0.6509152601708665,0.5918523762620045,0.6282227283920216,0.598300911105639,0.598300911105639
0.6012104410523194,0.5519442923312113,0.5775720446300225,0.6601108007762799,0.6189677596002464,0.598007506788053,0.6012104410523194,0.6012104410523194
0.6030009377930603,0.5920395684399038,0.5528509201181444,0.6836613062384762,0.5877274732466046,0.6159576736889156,0.6030009377930603,0.6030009377930603
0.6010100244624772,0.5981060525685601,0.5498540435838287,0.6304579844887698,0.5949747342320085,0.6078576993146263,0.6010100244624772,0.6010100244624772
