largest,largest+,smallest,lung,UWA,VWA,VWANLrg,concat
0.6345226130653266,0.6334170854271357,0.5673869346733669,0.6090040927694407,0.5994974874371859,0.6108542713567839,0.6345226130653266,0.6345226130653266
0.6225384060212393,0.6321785751108362,0.5973296216104753,0.5974825174825175,0.6130013403443654,0.620682544592226,0.6225384060212393,0.6225384060212393
0.6291473959380656,0.6575005027146592,0.6154232857430123,0.5141964792731403,0.6687110396139151,0.6704705409209732,0.6291473959380656,0.6291473959380656
0.6374176548089592,0.6148616600790514,0.5940974967061924,0.5842696629213483,0.6138603425559948,0.6208695652173913,0.6374176548089592,0.6374176548089592
0.5969351023346704,0.5953409441530392,0.5724570605780109,0.548509090909091,0.5706057801090199,0.5888100380540985,0.5969351023346704,0.5969351023346704
0.630567109668256,0.6262554529775793,0.5778127219235062,0.5319736842105263,0.594247742720909,0.605102972506848,0.630567109668256,0.630567109668256
0.6250573423721902,0.6388704826953463,0.5686324481370101,0.5604621491352424,0.624547632397166,0.6460573933431877,0.6250573423721902,0.6250573423721902
0.6095271559080414,0.6282501756851722,0.6167553458488103,0.5704369130257247,0.6254392129304287,0.6150988856540508,0.6095271559080414,0.6095271559080414
0.6020669291338583,0.6091043307086614,0.5850393700787402,0.5753951890034364,0.6136811023622047,0.5973425196850394,0.6020669291338583,0.6020669291338583
0.6703705825075892,0.6742654218454666,0.6474024858239303,0.5873835125448029,0.6376081104301506,0.6605189300647231,0.6703705825075892,0.6703705825075892
0.6296859666339548,0.6336113837095191,0.5575073601570166,0.6151193268036971,0.6246319921491659,0.6284102060843965,0.6296859666339548,0.6296859666339548
0.6355421686746988,0.6436954715413378,0.5959181553801413,0.6311891372925524,0.6344515995014541,0.6381387619443291,0.6355421686746988,0.6355421686746988
0.6272004105722351,0.6294585578650244,0.578727226071337,0.5127522421524664,0.6156017449319989,0.6221709006928406,0.6272004105722351,0.6272004105722351
0.5998322147651006,0.578513620213186,0.5988452427951046,0.5583749306711037,0.6352151598894591,0.6201638373470193,0.5998322147651006,0.5998322147651006
0.6105481567265006,0.6045647558386412,0.5987743678826482,0.5578703703703703,0.5916811426365567,0.602007334491411,0.6105481567265006,0.6105481567265006
0.6178656954699661,0.6092097385751347,0.5838156056675314,0.5484216158373462,0.5975853123129116,0.6182897625224506,0.6178656954699661,0.6178656954699661
