largest,largest+,smallest,UWA,VWA,VWANLrg,cosine,concat
0.7271922054915855,0.7422497785651019,0.6589902568644819,0.7307351638618246,0.7564216120460585,0.8086802480070859,0.5,0.7077059344552702
0.738498789346247,0.6961259079903148,0.6283292978208233,0.6840193704600485,0.6646489104116223,0.7421307506053268,0.5,0.6634382566585957
0.6145320197044335,0.5665024630541872,0.6527093596059114,0.7844827586206896,0.6748768472906403,0.7561576354679803,0.5,0.6847290640394089
0.7746835443037975,0.6974683544303798,0.669620253164557,0.7481012658227848,0.7215189873417721,0.739240506329114,0.5,0.6683544303797468
0.7538280329799765,0.6489988221436984,0.7055359246171967,0.7455830388692579,0.7232037691401649,0.7078916372202592,0.5,0.7656065959952886
0.6921182266009852,0.6785714285714286,0.6613300492610837,0.7032019704433498,0.7105911330049262,0.6921182266009852,0.5,0.7007389162561576
0.685131195335277,0.5903790087463557,0.6107871720116618,0.7244897959183674,0.7303206997084548,0.7434402332361516,0.5,0.782798833819242
0.7152255639097744,0.6710526315789473,0.5855263157894737,0.6804511278195489,0.674812030075188,0.6372180451127819,0.5,0.6710526315789473
0.6950904392764858,0.7183462532299741,0.6188630490956072,0.6912144702842378,0.772609819121447,0.6834625322997416,0.5,0.7958656330749354
0.743801652892562,0.7035123966942148,0.643595041322314,0.8615702479338843,0.8243801652892562,0.7417355371900827,0.5,0.765495867768595
0.6826347305389222,0.6167664670658682,0.6616766467065869,0.7015968063872255,0.689620758483034,0.6387225548902196,0.5,0.6936127744510978
0.7011866235167206,0.6332254584681769,0.7421790722761596,0.7583603020496225,0.8036677454153183,0.703344120819849,0.5,0.6990291262135923
0.819672131147541,0.7465321563682219,0.6645649432534678,0.7894073139974779,0.776796973518285,0.7288776796973518,0.5,0.7074401008827238
0.723264540337711,0.6913696060037523,0.6153846153846154,0.725140712945591,0.7673545966228893,0.6979362101313321,0.5,0.6819887429643527
0.7668161434977578,0.718609865470852,0.6580717488789237,0.7163677130044843,0.6804932735426009,0.773542600896861,0.5,0.6704035874439462
0.7021943573667712,0.7460815047021944,0.6948798328108673,0.7836990595611285,0.7168234064785789,0.7189132706374086,0.5,0.7157784743991641
0.6548672566371682,0.6588003933136677,0.6912487708947886,0.6027531956735497,0.6853490658800393,0.640117994100295,0.5,0.7138643067846607
0.765625,0.7115384615384616,0.6081730769230769,0.7163461538461539,0.8557692307692307,0.7439903846153846,0.5,0.7980769230769231
0.6411764705882353,0.6303921568627451,0.611764705882353,0.7186274509803922,0.6715686274509803,0.7294117647058823,0.5,0.6813725490196079
0.6578631452581032,0.6758703481392557,0.5678271308523409,0.765906362545018,0.7454981992797118,0.6278511404561825,0.5,0.8079231692677071
0.6636636636636637,0.6546546546546547,0.7367367367367368,0.7227227227227228,0.7327327327327328,0.7117117117117117,0.5,0.7467467467467468
