largest,largest+,smallest,UWA,VWA,VWANLrg,concat
0.6440988106129918,0.6363220494053065,0.5942360475754803,0.6660567246111619,0.5942360475754803,0.6440988106129918,0.6440988106129918
0.6840117498950902,0.6252622744439782,0.6529584557280739,0.6798153587914394,0.663029794376836,0.6840117498950902,0.6840117498950902
0.7004901960784313,0.7083333333333334,0.6730392156862746,0.6990196078431372,0.7421568627450981,0.7004901960784313,0.7004901960784313
0.6897398134511536,0.6867943053510064,0.6573392243495336,0.5969563082965145,0.6224840451644575,0.6897398134511536,0.6897398134511536
0.6452067669172933,0.674812030075188,0.6334586466165414,0.6799812030075187,0.6931390977443609,0.6452067669172933,0.6452067669172933
0.726457399103139,0.7134529147982063,0.6529147982062781,0.6417040358744395,0.7269058295964126,0.726457399103139,0.726457399103139
0.5852694018783984,0.5793376173999011,0.6327236777063767,0.6312407315867523,0.6312407315867523,0.5852694018783984,0.5852694018783984
0.6915929203539823,0.6694690265486726,0.6539823008849558,0.6323008849557522,0.6553097345132743,0.6915929203539823,0.6915929203539823
0.6636407071189679,0.6827520305781175,0.6454849498327759,0.7200191113234592,0.7052078356426182,0.6636407071189679,0.6636407071189679
0.6741463414634147,0.6819512195121952,0.6209756097560976,0.6795121951219513,0.6902439024390243,0.6741463414634147,0.6741463414634147
0.6062854648625055,0.6329113924050633,0.6617197730248799,0.6394587516368399,0.6189436927106067,0.6062854648625055,0.6062854648625055
0.6461928934010153,0.650253807106599,0.6685279187817259,0.6802030456852792,0.7091370558375635,0.6461928934010153,0.6461928934010153
0.6379215035931454,0.6357103372028745,0.6887783305693753,0.6301824212271974,0.6268656716417911,0.6379215035931454,0.6379215035931454
0.6735802469135802,0.7012345679012346,0.6538271604938272,0.6888888888888889,0.731358024691358,0.6735802469135802,0.6735802469135802
0.6601580660158066,0.6029753602975361,0.7275685727568573,0.6536494653649465,0.6582984658298466,0.6601580660158066,0.6601580660158066
0.664396887159533,0.6580739299610895,0.644455252918288,0.6099221789883269,0.622568093385214,0.664396887159533,0.664396887159533
0.7009690816797416,0.6515920627595755,0.7000461467466543,0.6935856022150438,0.7503461005999077,0.7009690816797416,0.7009690816797416
0.6170854271356784,0.6532663316582915,0.6361809045226131,0.7105527638190955,0.6728643216080402,0.6170854271356784,0.6170854271356784
0.609887827170752,0.625259659326963,0.6256751142501039,0.5708350643955131,0.6319069380972164,0.609887827170752,0.609887827170752
0.6864742501414828,0.645727221279004,0.7430673457838144,0.6740237691001698,0.6383701188455009,0.6864742501414828,0.6864742501414828
0.6088469184890656,0.5869781312127237,0.68389662027833,0.6500994035785288,0.6302186878727635,0.6088469184890656,0.6088469184890656
0.7016248153618907,0.6696208764155588,0.6656819300837026,0.6750369276218612,0.691285081240768,0.7016248153618907,0.7016248153618907
0.6488063660477453,0.6938992042440318,0.5803713527851458,0.7204244031830239,0.6514588859416446,0.6488063660477453,0.6488063660477453
0.7197115384615385,0.7509615384615385,0.5966346153846154,0.6942307692307692,0.698076923076923,0.7197115384615385,0.7197115384615385
0.6413133832086451,0.6093100581878637,0.6234413965087282,0.5698254364089775,0.600166251039069,0.6413133832086451,0.6413133832086451
0.6441947565543071,0.6114232209737828,0.7439138576779026,0.7729400749063671,0.7205056179775281,0.6441947565543071,0.6441947565543071
0.6989863375936536,0.6804759806081975,0.6355222565006611,0.7320405464962538,0.629352137505509,0.6989863375936536,0.6989863375936536
0.6940639269406392,0.6917808219178082,0.6424657534246575,0.7310502283105023,0.6429223744292237,0.6940639269406392,0.6940639269406392
0.6088403041825095,0.6002851711026616,0.6891634980988594,0.6273764258555133,0.6758555133079848,0.6088403041825095,0.6088403041825095
0.6804867057232988,0.6674177557458315,0.6313654799459216,0.6967102298332583,0.6462370437133844,0.6804867057232988,0.6804867057232988
0.663323782234957,0.6566380133715377,0.6141356255969437,0.6313276026743075,0.6528175740210124,0.663323782234957,0.663323782234957
0.6644198363023591,0.6552720269619644,0.7298988926336062,0.6244583533943188,0.6379393355801637,0.6644198363023591,0.6644198363023591
0.6724218385440971,0.6649556696220252,0.7013532431171255,0.7419505366308913,0.6588894073728419,0.6724218385440971,0.6724218385440971
0.6910219675262655,0.7144221585482331,0.6537726838586437,0.7531041069723018,0.6313276026743075,0.6910219675262655,0.6910219675262655
0.7068819031435853,0.6291418861512319,0.6482582837723024,0.6244689889549703,0.7115548003398471,0.7068819031435853,0.7068819031435853
0.7210849539406345,0.7461617195496417,0.6699078812691914,0.6934493346980553,0.6663254861821903,0.7210849539406345,0.7210849539406345
0.6408268733850129,0.6320413436692507,0.6790697674418604,0.668733850129199,0.6496124031007752,0.6408268733850129,0.6408268733850129
0.7556179775280899,0.7176966292134831,0.6455992509363296,0.6680711610486891,0.6544943820224719,0.7556179775280899,0.7556179775280899
0.6188140882746321,0.6825679893000446,0.6674097191261703,0.6995095853767276,0.6968345965225144,0.6188140882746321,0.6188140882746321
0.6365366317792579,0.6260704091341579,0.6722169362511894,0.6807802093244529,0.6517602283539486,0.6365366317792579,0.6365366317792579
0.5822953736654805,0.6000889679715302,0.6512455516014235,0.6703736654804271,0.5880782918149466,0.5822953736654805,0.5822953736654805
0.7187187187187187,0.6141141141141141,0.6811811811811812,0.6051051051051051,0.7012012012012012,0.7187187187187187,0.7187187187187187
0.6581818181818182,0.6172727272727273,0.6640909090909091,0.6322727272727273,0.7009090909090909,0.6581818181818182,0.6581818181818182
0.6728179551122194,0.683291770573566,0.7107231920199502,0.7511221945137158,0.6528678304239401,0.6728179551122194,0.6728179551122194
0.6386745347253745,0.6472991375397186,0.5624148887880164,0.6323195642305947,0.6368588288697231,0.6386745347253745,0.6386745347253745
0.6550724637681159,0.6516908212560386,0.6043478260869565,0.7140096618357488,0.6111111111111112,0.6550724637681159,0.6550724637681159
0.7128755364806867,0.6995708154506438,0.6373390557939914,0.6330472103004292,0.696137339055794,0.7128755364806867,0.7128755364806867
0.7161445783132531,0.6342168674698795,0.6212048192771085,0.6795180722891566,0.6771084337349398,0.7161445783132531,0.7161445783132531
0.6991629739044806,0.690792712949286,0.6893156080748399,0.6445100935499753,0.6774987690792713,0.6991629739044806,0.6991629739044806
0.6004587155963302,0.5995412844036697,0.6220183486238532,0.6096330275229358,0.6311926605504588,0.6004587155963302,0.6004587155963302
0.639080459770115,0.6331034482758621,0.639080459770115,0.6381609195402299,0.6804597701149425,0.639080459770115,0.639080459770115
0.642226148409894,0.6196996466431095,0.6351590106007067,0.5896643109540636,0.6210247349823321,0.642226148409894,0.642226148409894
0.6120434353405726,0.6184600197433366,0.684106614017769,0.6722606120434353,0.6865745310957552,0.6120434353405726,0.6120434353405726
0.6459802538787024,0.613070051716032,0.6807710390220969,0.5763986835919135,0.6746591443347437,0.6459802538787024,0.6459802538787024
0.7274837511606314,0.691736304549675,0.6796657381615598,0.5775301764159703,0.6894150417827298,0.7274837511606314,0.7274837511606314
0.6205923836389281,0.6342266102491773,0.6826516220028209,0.6793606017865539,0.6243535496003761,0.6205923836389281,0.6205923836389281
0.6809297411516112,0.6840993132593767,0.7120972002113048,0.6904384574749075,0.6751188589540412,0.6809297411516112,0.6809297411516112
0.6236453201970443,0.6177339901477833,0.6911330049261084,0.7078817733990148,0.6768472906403941,0.6236453201970443,0.6236453201970443
0.6774193548387096,0.5941261434761675,0.5922002888781897,0.6899374097255657,0.6634569090033703,0.6774193548387096,0.6774193548387096
0.650433944069431,0.636933461909354,0.6740597878495661,0.6576663452266153,0.6446480231436837,0.650433944069431,0.650433944069431
0.680672268907563,0.6917016806722689,0.720063025210084,0.6843487394957983,0.7305672268907563,0.680672268907563,0.680672268907563
0.6895787139689579,0.7042128603104213,0.6855875831485587,0.682039911308204,0.7286031042128603,0.6895787139689579,0.6895787139689579
