largest,largest+,smallest,UWA,VWA,VWANLrg,concat
0.6481916392672616,0.6406763738844528,0.5697510568341945,0.6312822921559418,0.5979333020197276,0.6481916392672616,0.6481916392672616
0.6690528634361234,0.6602422907488987,0.6547356828193832,0.6365638766519823,0.677863436123348,0.6690528634361234,0.6690528634361234
0.6432801822323463,0.6587699316628701,0.6136674259681093,0.7015945330296127,0.6920273348519362,0.6432801822323463,0.6432801822323463
0.6894977168949772,0.6184677828513445,0.6884830035514967,0.6489091831557585,0.6752917300862507,0.6894977168949772,0.6894977168949772
0.6837270341207349,0.65748031496063,0.6434820647419073,0.6815398075240595,0.6732283464566929,0.6837270341207349,0.6837270341207349
0.7888607594936708,0.7762025316455696,0.6470886075949367,0.6840506329113925,0.6673417721518987,0.7888607594936708,0.7888607594936708
0.6013448607108549,0.5936599423631124,0.6368876080691642,0.6618635926993276,0.579731027857829,0.6013448607108549,0.6013448607108549
0.6508292245629762,0.6463469296279695,0.6929627969520394,0.6902734199910354,0.6387270282384581,0.6508292245629762,0.6508292245629762
0.7372697724810401,0.6982665222101841,0.7085590465872156,0.6728060671722643,0.7248104008667389,0.7372697724810401,0.7372697724810401
0.6408125577100646,0.6745152354570637,0.6463527239150508,0.6971375807940905,0.7197599261311173,0.6408125577100646,0.6408125577100646
0.6759894459102902,0.6633245382585752,0.6432717678100264,0.6728232189973615,0.5941952506596306,0.6759894459102902,0.6759894459102902
0.6077991931869117,0.6337965038099507,0.6409681757059614,0.6499327655759749,0.6329000448229494,0.6077991931869117,0.6077991931869117
0.6358851674641148,0.6291866028708134,0.6956937799043063,0.6559808612440191,0.6502392344497607,0.6358851674641148,0.6358851674641148
0.6315524193548387,0.6547379032258065,0.6350806451612904,0.7081653225806451,0.6738911290322581,0.6315524193548387,0.6315524193548387
0.6741144414168937,0.6692098092643052,0.6501362397820164,0.7029972752043597,0.6839237057220708,0.6741144414168937,0.6741144414168937
0.663594470046083,0.65284178187404,0.7337429595494112,0.7875064004096262,0.72452636968766,0.663594470046083,0.663594470046083
0.6126315789473684,0.5768421052631579,0.5402105263157895,0.6391578947368421,0.663578947368421,0.6126315789473684,0.6126315789473684
0.7346590909090909,0.7176136363636364,0.7164772727272727,0.6181818181818182,0.6744318181818182,0.7346590909090909,0.7346590909090909
0.658000896458987,0.6499327655759749,0.7001344688480502,0.6759300761990139,0.6521739130434783,0.658000896458987,0.658000896458987
0.6764576939938624,0.6462078035949145,0.6177115300306883,0.6567295046032442,0.6545374835598422,0.6764576939938624,0.6764576939938624
0.6886042402826855,0.7075971731448764,0.6656360424028268,0.7173144876325088,0.6492932862190812,0.6886042402826855,0.6886042402826855
0.7020226936359152,0.6719289590527874,0.6990626541687223,0.6941292550567341,0.7143561914158856,0.7020226936359152,0.7020226936359152
0.6166916541729135,0.6231884057971014,0.5957021489255372,0.6006996501749126,0.6976511744127936,0.6166916541729135,0.6166916541729135
0.635200705778562,0.6347595941773269,0.6709307454786061,0.7013674459638288,0.6726951918835465,0.635200705778562,0.635200705778562
0.6953727506426736,0.6713796058269066,0.6850899742930592,0.6255355612682091,0.6499571550985432,0.6953727506426736,0.6953727506426736
0.6525146962769431,0.6525146962769431,0.6368386675375571,0.643370346178968,0.6205094709340301,0.6525146962769431,0.6525146962769431
0.6442444339175746,0.6513500710563714,0.6091899573661772,0.6437707247749882,0.6451918522027476,0.6442444339175746,0.6442444339175746
0.6701030927835051,0.6068416119962512,0.6757263355201499,0.6968134957825679,0.6841611996251171,0.6701030927835051,0.6701030927835051
0.6957715540911587,0.6930258099945085,0.6946732564524987,0.6952224052718287,0.7523338824821527,0.6957715540911587,0.6957715540911587
0.653606411398041,0.6469278717720391,0.6852181656277827,0.703472840605521,0.6264470169189671,0.653606411398041,0.653606411398041
0.6672661870503597,0.6969424460431655,0.6816546762589928,0.6915467625899281,0.66681654676259,0.6672661870503597,0.6672661870503597
0.7407983411093831,0.6557801969932607,0.6578538102643857,0.7210990150336962,0.7164333851736651,0.7407983411093831,0.7407983411093831
0.657496561210454,0.6565795506648326,0.6396148555708391,0.6121045392022009,0.6497019715726731,0.657496561210454,0.657496561210454
0.6179039301310044,0.550764192139738,0.6637554585152838,0.6359170305676856,0.6735807860262009,0.6179039301310044,0.6179039301310044
0.6567232675539239,0.6470858191831115,0.6787517209729234,0.6516750803120698,0.648462597521799,0.6567232675539239,0.6567232675539239
0.676757311441765,0.6449461262185736,0.5967162647511545,0.7034376603386352,0.6367367880964597,0.676757311441765,0.676757311441765
0.6404212637913741,0.6705115346038114,0.6133400200601805,0.7011033099297894,0.6690070210631895,0.6404212637913741,0.6404212637913741
0.6813243662700466,0.6637351267459907,0.6730470770822555,0.6766683911019141,0.7139161924469736,0.6813243662700466,0.6813243662700466
