largest,largest+,smallest,lung,UWA,VWA,VWANLrg,cosine,concat
0.6029551542383134,0.6021774820703362,0.6372591376479737,0.6089278901182754,0.6308649442668279,0.5702929231832714,0.5983755292491143,0.5,0.6201071459431435
0.6348119751734209,0.6346294267981015,0.6125410733844469,0.5768865234746245,0.6123585250091275,0.5828769623950347,0.5755750273822563,0.5,0.6125410733844469
0.6064662793634756,0.5986360191967669,0.60680306474699,0.6324724580097526,0.6308832196682664,0.6191799275911426,0.603940388987118,0.5,0.5945945945945946
0.6373303997066373,0.6708837550421709,0.7047121378804547,0.6462186412744918,0.6132196552988632,0.6244041070773744,0.6024935826916025,0.5,0.6084525119178584
0.6052281789986708,0.6068232166592822,0.6005316792202038,0.58328530259366,0.6475852902082411,0.618520159503766,0.615595923792645,0.5,0.6229508196721312
0.6223835967535242,0.6191371208885091,0.5917129431866723,0.6235700018158707,0.6130713370354549,0.6111917983767621,0.5837676206749253,0.5,0.5870995301153353
0.6124629613001706,0.6130017060249618,0.6458651342372272,0.563390441839495,0.6322169345425159,0.606087815390141,0.6032145101912544,0.5,0.6356289844661938
0.5748227276913159,0.5899254074960862,0.6387328483285754,0.5447081920399786,0.63882493783958,0.6156183810663965,0.6101850999171194,0.5,0.5479325904779445
0.6196153511443738,0.6238795579148899,0.5932468888695501,0.5673026430946964,0.5948133321730049,0.5814115394656688,0.5542598555391176,0.5,0.5927247411017318
0.5966146993318485,0.5994654788418708,0.6711804008908686,0.5669072737368129,0.6352783964365256,0.5982182628062361,0.567750556792873,0.5,0.6114031180400891
0.6148800276195409,0.6216986017607458,0.6126359399274987,0.5644502228826151,0.5846711548420508,0.5928707060245123,0.597272570343518,0.5,0.5960642154324184
0.6101520226745684,0.6244954049643563,0.6214893068796702,0.6633757357129295,0.6271579489822211,0.6146182255432449,0.6112685733917376,0.5,0.6000171777033411
0.5978175383405426,0.6056822650412899,0.6365513173417223,0.6497068280688482,0.6331104994101455,0.6143334644121117,0.6079433739677547,0.5,0.5658670861187574
0.6063643888531224,0.6074680400993286,0.6307366872068426,0.5823935976718807,0.6563965786811368,0.6402096937367792,0.6395658971764923,0.5,0.6369907109353444
0.6130242072962837,0.6094442550289806,0.6134503920900102,0.5812015503875969,0.6108080463689055,0.6071428571428571,0.5912887828162291,0.5,0.6131946812137743
0.6300649008945799,0.625855113138046,0.6121733029293106,0.6274986963323483,0.690317488159972,0.6146290124539554,0.6077004034379934,0.5,0.6407647781091037
0.6191384242003987,0.6020629279708763,0.6223454970962988,0.6353972398358821,0.6304931958048019,0.6006760856375141,0.5742394036577967,0.5,0.590621478720638
