largest,largest+,smallest,UWA,VWA,VWANLrg,primary,cosine,concat
0.5912537377189235,0.6012820121641138,0.6645893085982791,0.5809661113484266,0.6084319887715872,0.6221110858528454,0.6501969303590668,0.5382559397108159,0.5940606336150778
0.6036824597485335,0.6121478844578059,0.6785200701110816,0.5582350674792027,0.6233157332088843,0.6218062526492976,0.666389572568771,0.504825561036743,0.5984740046320471
0.6075229174970107,0.6133270227182144,0.6726484655241132,0.5398465524113193,0.6150059784774811,0.6133573085984558,0.6338086675156729,0.5237527224388304,0.594503492436516
0.5945803639851737,0.606138014086049,0.652431172812153,0.5747702284942733,0.6009352469229126,0.6167501224796238,0.6587131690407594,0.5174111943194905,0.5953782234410093
0.6163161828576046,0.6160737733066682,0.6610861967961538,0.5879593155970345,0.6059481243560997,0.5762730442765245,0.638121855785355,0.5027505840281156,0.5920914714768204
0.59917267260864,0.5968176799768765,0.6131225686004141,0.5819248392492454,0.5896295032718761,0.5881207273766011,0.637670479424989,0.5062097083092584,0.6180039342218875
0.6225236462927131,0.6301454627601584,0.6456788425839529,0.5548554703230433,0.608340781629065,0.5849118814569622,0.6617614103234482,0.5260605903877733,0.5973570902132171
0.6131425543190249,0.6131184660596425,0.6587898058486293,0.5724237606590548,0.6012622247916366,0.6208905874809851,0.6393922124071808,0.5005091585683216,0.6063952830544486
0.6221915055315546,0.6240175051133089,0.6046302860902697,0.5599749052571446,0.6054106713863825,0.6050144635400987,0.6402702113750273,0.5145813426877315,0.6204989594104635
0.6531180319031633,0.6502560584156233,0.6842468942196956,0.5499742716424494,0.6413564970228615,0.6545239511432642,0.6138696536463459,0.5032160790117992,0.6076591094573471
0.602413983072069,0.6219762608303702,0.6429658937246456,0.5774728301697801,0.6104772875244153,0.6137423954017841,0.6578624694196363,0.51475509772453,0.6019918137822068
0.6105759316541464,0.6053616143761968,0.6263956400058919,0.5790494427259782,0.5986104973732017,0.6089436865787653,0.6681789383174187,0.5093237682999009,0.592100290231258
