largest,largest+,smallest,UWA,VWA,VWANLrg,lung,cosine,concat
0.9592890477608976,0.9544235924932976,0.9328765763082117,0.9435011418925628,0.9492602522093139,0.9304412864622289,0.9420403367926375,0.8814510097232611,0.9416604338070307
0.9485584518167457,0.9415481832543444,0.9374012638230648,0.946978672985782,0.9388823064770933,0.9250175192711984,0.9064910630291627,0.8381219341275403,0.9039943938332166
0.9341204484571882,0.930449449350134,0.9329298541521976,0.9410655819029665,0.9342196646492708,0.940622737146995,0.899929153382926,0.8689355539464156,0.9333816075307748
0.9510587726879862,0.9430639585133967,0.9540838375108038,0.9469533275713051,0.9430639585133967,0.9349962207105065,0.93192048012003,0.8182161753590325,0.9289493575207861
0.9455065944177486,0.9407013597791637,0.9435640527553419,0.9439730088947961,0.9465289847663838,0.9508928571428571,0.9413097199341022,0.8158482142857143,0.921875
0.9445687550854354,0.9381611065907242,0.9410089503661514,0.942432872253865,0.943653376729048,0.9303703703703704,0.9283694627709708,0.845925925925926,0.9288888888888889
0.9471590329490972,0.9483831480159135,0.9416505151484239,0.9409364480261144,0.9407324288483118,0.9328519855595668,0.9397136397889977,0.8368231046931408,0.9487364620938629
0.9344931480221595,0.9322577509962096,0.9394498979492663,0.9434347361259597,0.9398386626494314,0.9551430781129157,0.9443385436523065,0.8615622583139985,0.9334880123743233
0.923469387755102,0.9282879818594104,0.9385865457294029,0.9305555555555556,0.9371693121693122,0.9288307915758897,0.9365758754863813,0.8119099491648512,0.9368191721132898
0.9375821287779238,0.9372066829359865,0.9316688567674113,0.939083912145673,0.9322320255303173,0.9158741770299926,0.9413189269746647,0.8650329188002926,0.9319678127286027
0.9491150442477876,0.950824617860016,0.9493161705551086,0.9466009654062751,0.9399637972646823,0.9405705229793978,0.9350724637681159,0.873217115689382,0.9548335974643423
0.9419557083628274,0.9368995853979168,0.9396298917989685,0.9309333602993225,0.9398321367175649,0.914833215046132,0.9452394581186796,0.8229240596167494,0.907735982966643
0.9361547411285631,0.9365910413030832,0.933876284661625,0.9337793290672872,0.9229203025014543,0.9286268425135764,0.9357585139318886,0.8813033359193173,0.9418153607447634
0.9391510834075393,0.944691797763926,0.9492430988423864,0.9465716829919858,0.9359849609181755,0.954954954954955,0.9311547640903249,0.8682432432432432,0.9451951951951952
0.9494410829658496,0.9506717259768229,0.9462619218541688,0.9458517075171777,0.9469797969439032,0.9200879765395894,0.9275735294117647,0.8244134897360704,0.9332844574780058
