largest,largest+,smallest,UWA,VWA,VWANLrg,lung,cosine,concat
0.5963658028001192,0.5928904776089763,0.6124515936848377,0.5872306622976864,0.5577400456757026,0.6656694091249065,0.6588995496377521,0.4667165295437547,0.6050860134629769
0.5755331753554502,0.5855055292259084,0.5898499210110585,0.5915284360189573,0.64010663507109,0.6629292221443588,0.6468485418626528,0.5585143658023827,0.665031534688157
0.66822105367596,0.6700069451334458,0.612461553725568,0.6330985216787379,0.5984720706419288,0.7009413468501087,0.6315975912150195,0.554670528602462,0.6574945691527878
0.6367761452031115,0.6205704407951599,0.6193820224719101,0.6273768366464996,0.6076058772687987,0.653817082388511,0.6217179294823706,0.5616024187452758,0.5797430083144369
0.5929864022083632,0.5903281873019118,0.5690624680503016,0.5711072487475718,0.5779572640834271,0.6785714285714286,0.7077841845140033,0.5721726190476191,0.5758928571428571
0.6204231082180635,0.625406834825061,0.6006916192026037,0.6355777054515866,0.6021155410903173,0.6859259259259259,0.629971724787936,0.5481481481481482,0.6111111111111112
0.6280730388656534,0.6475568703458126,0.6461287361011935,0.5787003978373967,0.6206263388758543,0.636101083032491,0.6266013564431048,0.6454873646209386,0.6527075812274368
0.6297988142676645,0.6182330644377491,0.5970453882787443,0.5838273884731267,0.5995723588298183,0.6728538283062645,0.564620663362562,0.5784996133023975,0.7061098221191029
0.6031746031746031,0.5909863945578231,0.5692554799697657,0.6023242630385488,0.6015684051398337,0.6826434277414669,0.6688715953307393,0.5315904139433552,0.6594045025417574
0.6005256241787122,0.6093486014642387,0.5748075840060072,0.5782804580439271,0.5989299793504786,0.6517922457937089,0.6194113263785395,0.542794440380395,0.5932699341623994
0.5553097345132744,0.578238133547868,0.6180611423974256,0.5983507642799678,0.6231898632341111,0.7369255150554676,0.5891787439613526,0.48256735340729,0.6917591125198098
0.658307210031348,0.6528465972292447,0.6256446556780261,0.6097684295682071,0.6275659824046921,0.6344925479063165,0.6596069452394581,0.6394606103619588,0.7004968062455642
0.5827031219701376,0.5818305216210975,0.6093659104130308,0.6142136901299204,0.5933682373472949,0.7067494181536075,0.6758900928792569,0.5857253685027153,0.674166020170675
0.6137330562976155,0.6137330562976155,0.5913723162164837,0.568417928168596,0.6125457603641041,0.6493993993993994,0.6216265834404259,0.5446696696696697,0.6201201201201201
0.6342939185724541,0.6210645062044918,0.6097836119372372,0.5763511434724644,0.6035278432981233,0.624633431085044,0.5823529411764706,0.5190615835777126,0.6041055718475073
0.6294921875,0.63154296875,0.64580078125,0.64814453125,0.66279296875,0.6666666666666666,0.6550996932515337,0.5471562275017998,0.6501079913606912
0.6546106855425191,0.6585862503636187,0.5956559681954814,0.6168913022398914,0.6303694366333753,0.6514459665144596,0.5938611267078421,0.5365296803652968,0.5745814307458144
0.623128549303046,0.628704181724316,0.6065049044914816,0.5799690242643263,0.6284976768198245,0.6353868194842407,0.6176046176046176,0.6282234957020058,0.6554441260744985
0.641746062609372,0.6242465487069804,0.6074275714563484,0.5786505930390823,0.6028582539373907,0.6576047024246877,0.6253623188405797,0.5319617927994122,0.6083761939750184
0.5495859811284421,0.5744271134219141,0.6369150779896013,0.5830926246870788,0.5858848449836318,0.6293233082706767,0.641321044546851,0.6458646616541354,0.6428571428571429
0.6301852597664116,0.6309907370116794,0.6191099476439791,0.6130688683044704,0.6036045106725735,0.702954898911353,0.5998904309715121,0.49455676516329705,0.6734059097978227
0.6297259451890378,0.6405281056211243,0.5932186437287458,0.5963192638527706,0.6247249449889978,0.6787003610108303,0.6287747643777649,0.5805054151624549,0.6483754512635379
0.6027479691104202,0.6197974124962391,0.5858991074114933,0.60625814863103,0.5974325544077825,0.6544061302681993,0.6411709159584513,0.6283524904214559,0.7111111111111111
0.556998556998557,0.5435305435305435,0.575949975949976,0.583934583934584,0.6160654160654161,0.6715435259692758,0.6200589970501474,0.5552304316020483,0.7088514996342355
0.6575046324891909,0.6585340745316038,0.5959439983528927,0.5811200329421453,0.5887379040560017,0.6827195467422096,0.6458499600957701,0.5623229461756374,0.6720963172804533
0.6324198604510062,0.6122964910506623,0.6108807766204875,0.6375771058752149,0.5911618970573365,0.6654107008289375,0.6747281589801275,0.5433308214016579,0.6435568952524491
0.6084606589751586,0.6159442885354953,0.5928697640577902,0.5878806776842324,0.6081488410768111,0.6136919315403423,0.6944823552349386,0.4959250203748981,0.6691116544417278
0.5852267325791425,0.6028139556992109,0.5792375701112273,0.5730582755014735,0.5579427702253066,0.731839258114374,0.6652074609821089,0.5247295208655333,0.7078825347758887
0.6189268688507962,0.6108124556243026,0.6124353382696014,0.5593873618013997,0.6321127903438483,0.6127790608160123,0.5874819624819625,0.605080831408776,0.6766743648960739
0.6239393939393939,0.6181818181818182,0.5954545454545455,0.6394949494949494,0.6286868686868687,0.7228017883755589,0.6236755571793935,0.6087928464977646,0.706408345752608
0.6546,0.6621,0.6235,0.6453,0.6348,0.7339380196523053,0.6073317526901332,0.6009070294784581,0.6107331821617535
0.5966746316208682,0.5917960971724413,0.6019514137793708,0.5840302668259657,0.592094782954998,0.6232626188734455,0.6441043751226212,0.5245062179956108,0.6291148500365764
0.6094898173420114,0.5994121352089019,0.622086920008398,0.5974175939533907,0.6129540205752677,0.6827586206896552,0.630827067669173,0.6015325670498084,0.6881226053639847
0.6111502465532856,0.6058166448626346,0.6129616584482238,0.5559021837576733,0.6080305927342257,0.6319290465631929,0.5651926361738471,0.5602365114560236,0.6326681448632668
0.663575630671054,0.6623791006082361,0.596270814637551,0.5843055140093728,0.6082361152657294,0.7699704142011834,0.6231972374568353,0.5673076923076923,0.6575443786982249
0.6322301268171977,0.6192390968141045,0.5667594597381174,0.6085163418909166,0.6325394370553665,0.681203007518797,0.6234038498189441,0.6030075187969924,0.6398496240601503
0.5980641376613218,0.6113609698865858,0.6130230739147439,0.5847673054360579,0.5808564724286273,0.6584122359796067,0.6402837408997574,0.48871085214857973,0.6139839766933721
0.640625,0.625,0.6266339869281046,0.6086601307189542,0.6183619281045751,0.6829090909090909,0.618743961352657,0.5290909090909091,0.5978181818181818
0.6021715739019857,0.5862271348919104,0.5504255111024161,0.5527731585640223,0.5702826958818351,0.7060133630289532,0.5926550496533634,0.5270972531551597,0.5894580549368968
0.5687762028348972,0.5893391894589739,0.5620882411659014,0.5608903972848872,0.5489119584747455,0.6312684365781711,0.6474697885196374,0.5634218289085545,0.6106194690265486
0.6524596898428674,0.6459895244941974,0.6270925336345897,0.6124062853034815,0.6663243298757318,0.6904432132963989,0.6424899008446566,0.5851800554016621,0.6177285318559557
0.6263142938334754,0.6232831296769916,0.6036752865397367,0.597612958226769,0.5981813015061097,0.6113636363636363,0.6521658644946317,0.5401515151515152,0.6507575757575758
0.657868722815342,0.6463028865164097,0.6131870304468169,0.6300909450375642,0.6428430209568999,0.6465773809523809,0.62556013622513,0.5491071428571429,0.6287202380952381
0.577810650887574,0.5673570019723866,0.6034516765285997,0.553353057199211,0.591025641025641,0.6624704956726987,0.6175115207373272,0.5554681353265145,0.6286388670338316
0.6214743283296682,0.6347643178124104,0.6008222583420977,0.5929821206616311,0.62950568888039,0.7004538577912254,0.6060843964671246,0.48184568835098335,0.6989409984871406
0.6581146744412051,0.6598639455782312,0.5904761904761905,0.6225461613216715,0.6186588921282798,0.6426512968299711,0.6002599331600446,0.6412103746397695,0.6073487031700289
0.6001709077098367,0.5837447778199772,0.5662742119255602,0.6088112419293581,0.5510824154956323,0.7746913580246914,0.6524260583800503,0.5709876543209876,0.7029320987654321
0.589564336372847,0.6110435663627153,0.5889564336372847,0.5671732522796352,0.5898682877406282,0.6308032424465734,0.6497882171736619,0.49963154016212236,0.6455416359616801
0.6285829226591572,0.6232525394750076,0.6448757920144825,0.6256662978980188,0.6160112642059741,0.7041602465331279,0.6139374160107506,0.6232665639445301,0.7203389830508474
0.6259774938012588,0.6246423803166127,0.6027083730688537,0.5885943162311653,0.5965096318901393,0.6514705882352941,0.6670692431561996,0.5051470588235294,0.6154411764705883
0.6216216216216216,0.6250993640699523,0.5756160572337043,0.605127186009539,0.6184419713831478,0.7344550109729334,0.6303649083002458,0.5131675201170446,0.6510607168983175
0.6472697469521566,0.6347710275586518,0.5698186661202745,0.592049994877574,0.5868251203770105,0.6772563176895307,0.6043589240133517,0.6613718411552346,0.6339350180505415
0.6282625633034671,0.626509544215037,0.6341059602649006,0.583463186599143,0.6224191663420335,0.6233766233766234,0.6296368226840163,0.6082251082251082,0.7106782106782107
0.6445128402423776,0.6612484370491488,0.6101760123112436,0.601808213907858,0.6274886986630759,0.6299037749814952,0.6373605232781839,0.5817912657290896,0.6669133974833457
0.6655408970976253,0.6703957783641161,0.6297625329815304,0.6035883905013193,0.6436939313984169,0.6410071942446043,0.6221180880974695,0.6172661870503597,0.6496402877697842
0.6495537952471674,0.6559711220294796,0.6328085831745713,0.6009224907249574,0.6012233029178783,0.7155361050328227,0.6189849624060151,0.5273522975929978,0.62436177972283
0.6657199957925739,0.661197012727464,0.6594088566319554,0.6179657094772273,0.6458399074366257,0.6149116064565718,0.5820135746606335,0.5549577248270561,0.6756341275941583
0.6200968283766426,0.6176267167275961,0.5569607746270131,0.5874913546092283,0.5899614662582748,0.6737226277372262,0.6474382602285293,0.5664233576642336,0.6109489051094891
0.6171983356449375,0.6029324351099663,0.6306716861501882,0.6131365167426194,0.5978799286704973,0.6679418515684774,0.5877109804665276,0.5570007651109411,0.6579954093343535
0.659505799293999,0.659304084720121,0.5905194150277358,0.6018154311649017,0.627433182047403,0.6565954310980103,0.6315165876777251,0.49926308032424466,0.5733235077376566
0.6248486071861122,0.6335284618490109,0.621114251110214,0.5805409769882923,0.6007266855066613,0.6755587599134824,0.6088983874101418,0.6222062004325883,0.6741167988464312
0.6017716343813881,0.5984619877348389,0.5978779324442713,0.5771439696291248,0.6192932930984133,0.7245136186770428,0.6107109879963065,0.6809338521400778,0.6824902723735409
0.6120732806086695,0.6140754830313344,0.627690459505456,0.6278906797477225,0.6283912303533887,0.7099236641221374,0.6276036597235741,0.5847328244274809,0.6351145038167939
0.6125737152485257,0.6238416175231677,0.6414279696714406,0.5984625105307498,0.6025695029486099,0.6251788268955651,0.5917979874691475,0.547925608011445,0.6344778254649499
0.6189103488036898,0.6159315845104256,0.5748054194292304,0.5666378399154415,0.5983472662630922,0.5927601809954751,0.6539751430262379,0.5984162895927602,0.5754147812971342
0.58779399837794,0.5957015409570154,0.5700527169505272,0.5732968369829684,0.5794809407948094,0.665470208183776,0.5837573385518591,0.5577889447236181,0.6590093323761665
0.6012323943661971,0.582942097026604,0.5633802816901409,0.5620109546165885,0.5570226917057903,0.5959214501510574,0.6162258898389342,0.5883685800604229,0.6299093655589124
