largest,largest+,smallest,UWA,VWA,VWANLrg,cosine,concat
0.702803738317757,0.7588785046728972,0.7317757009345794,0.680373831775701,0.6981308411214954,0.7701612903225806,0.5887096774193549,0.6814516129032258
0.6720741599073001,0.7184241019698725,0.7311703360370799,0.7659327925840093,0.6512166859791425,0.7573221757322176,0.5941422594142259,0.702928870292887
0.6769911504424779,0.8285398230088495,0.7311946902654868,0.790929203539823,0.6902654867256637,0.6196078431372549,0.5803921568627451,0.7490196078431373
0.6138952164009112,0.6571753986332574,0.6753986332574032,0.7266514806378133,0.6321184510250569,0.6578947368421053,0.5614035087719298,0.6403508771929824
0.7130541871921182,0.791871921182266,0.7179802955665024,0.8288177339901478,0.7327586206896551,0.8990384615384616,0.5192307692307693,0.8221153846153846
0.6793814432989691,0.7742268041237114,0.7288659793814433,0.7536082474226804,0.6463917525773196,0.8251121076233184,0.6367713004484304,0.8789237668161435
0.6304093567251462,0.7988304093567251,0.6900584795321637,0.8514619883040936,0.6467836257309941,0.8046875,0.57421875,0.7265625
0.7285714285714285,0.7326530612244898,0.6846938775510204,0.773469387755102,0.6540816326530612,0.7660550458715596,0.6146788990825688,0.7889908256880734
0.6550048590864918,0.7366375121477162,0.6977648202137998,0.6890184645286687,0.6219630709426628,0.7630522088353414,0.5502008032128514,0.7349397590361446
0.6403085824493732,0.686595949855352,0.7097396335583414,0.8216007714561234,0.6335583413693346,0.7148760330578512,0.6033057851239669,0.7231404958677686
0.6644808743169399,0.73224043715847,0.726775956284153,0.7125683060109289,0.6043715846994535,0.7476635514018691,0.514018691588785,0.794392523364486
0.707843137254902,0.7274509803921568,0.6774509803921569,0.7970588235294118,0.6392156862745098,0.8171641791044776,0.582089552238806,0.7574626865671642
0.668769716088328,0.658254468980021,0.647739221871714,0.8201892744479495,0.6572029442691903,0.7549668874172185,0.6291390728476821,0.7185430463576159
0.5966796875,0.6591796875,0.5673828125,0.7412109375,0.6337890625,0.7411764705882353,0.6627450980392157,0.8627450980392157
0.7065527065527065,0.7587844254510921,0.7160493827160493,0.741690408357075,0.7037037037037037,0.74822695035461,0.5425531914893617,0.75177304964539
0.6662857142857143,0.7462857142857143,0.7348571428571429,0.7291428571428571,0.7051428571428572,0.7066666666666667,0.56,0.6133333333333333
0.7327852004110997,0.8180883864337102,0.762589928057554,0.7646454265159301,0.6228160328879754,0.6699507389162561,0.5320197044334976,0.7389162561576355
0.6902654867256637,0.7511061946902655,0.7588495575221239,0.7953539823008849,0.7323008849557522,0.7158273381294964,0.6007194244604317,0.6546762589928058
0.6696428571428571,0.7420634920634921,0.7579365079365079,0.7787698412698413,0.6924603174603174,0.6730038022813688,0.7718631178707225,0.6197718631178707
0.7144362486828241,0.7376185458377239,0.7175974710221286,0.6965226554267651,0.6628029504741834,0.7072072072072072,0.6621621621621622,0.7702702702702703
0.5987780040733197,0.6822810590631364,0.685336048879837,0.6680244399185336,0.654786150712831,0.6877637130801688,0.6244725738396625,0.7763713080168776
0.7098344693281402,0.744888023369036,0.6747809152872444,0.7838364167478091,0.6163583252190847,0.8392156862745098,0.6392156862745098,0.8352941176470589
0.6339285714285714,0.6544642857142857,0.6883928571428571,0.70625,0.6080357142857142,0.7385892116182573,0.5726141078838174,0.7053941908713693
0.6621761658031088,0.7533678756476684,0.6632124352331606,0.7284974093264248,0.6870466321243524,0.7782608695652173,0.5956521739130435,0.7695652173913043
0.6217345872518286,0.6175548589341693,0.6144200626959248,0.7189132706374086,0.6572622779519331,0.6974789915966386,0.6680672268907563,0.7647058823529411
