largest,largest+,smallest,UWA,VWA,VWANLrg,primary,cosine,concat
0.5914469803299364,0.594727019385285,0.6634654502552837,0.5793896584691117,0.6097745163849393,0.6244807704230301,0.6570262043954621,0.528894307934999,0.5929653433631611
0.5965953798316683,0.5892532518626648,0.6784006859164636,0.5581482426103896,0.6255731797980236,0.6120506944999048,0.6683455309068583,0.5048839223732791,0.5950890471129568
0.610003985651654,0.60328318055002,0.6718712634515743,0.5395326823435632,0.614983559186927,0.6197487344739387,0.6288348755732158,0.5169547852611465,0.5951147430077088
0.5949192215659391,0.5730185954613937,0.651816015973225,0.5747650153007231,0.6034584326012272,0.6136960851058415,0.6638382249974174,0.5160814155463227,0.5962498966081098
0.608422721855241,0.6068420095751773,0.6604650223218795,0.5880906207704584,0.6027715491990384,0.5809658215100466,0.6363919861139713,0.4956360597113086,0.5903102713589872
0.5995185769589796,0.5946996081330168,0.6130088466222203,0.5818869319231808,0.5935292194407722,0.593664993864951,0.6412429378531074,0.501847006810229,0.614881226750112
0.6329962774891222,0.6143812676180841,0.6448734444520837,0.5548407374303871,0.6042155716853447,0.57692108767892,0.6872511219265534,0.5267038622169927,0.5951395802893753
0.628597581538758,0.6276533217709688,0.6585489232548056,0.5749144866791925,0.6087681264151852,0.6142526683680525,0.6485945121440185,0.5103780345222081,0.6100033943904555
0.6173281239639492,0.6061400511075861,0.6042732470659044,0.5598014863024529,0.5983974048363486,0.6087645126245108,0.6465134016125518,0.5214008036754407,0.6132344664197176
0.5952512802920781,0.590830903432898,0.6838744456151528,0.5500673837935851,0.6106833941829408,0.652483642952983,0.6191123755673651,0.4984714979320266,0.6094296819885743
0.6178995342314819,0.6228827565483047,0.6427204888065308,0.5773526318425402,0.6152651875594731,0.6066074472188009,0.6673593303268783,0.5186895831000634,0.6046790828450217
0.5915009574311386,0.5655913978494623,0.6258899199685766,0.5781067412971964,0.6035302204546571,0.6054352399221296,0.6674774856315336,0.5035761910534611,0.5896187060107108
0.5968035336377099,0.5824199474258659,0.640246370796247,0.5561943705707829,0.6276972426762591,0.601580950283274,0.6705187743326291,0.5181558435201841,0.5870501572384763
0.6247567439710136,0.622902084744487,0.6558290057951381,0.6070971626401747,0.5906363900267716,0.6134258320148215,0.6248558595165665,0.5163698324475638,0.6131486064343381
0.5517504463218502,0.5539782408561241,0.6666700575259273,0.5485816883427345,0.6031219641213181,0.6076164379731439,0.6443704426709537,0.4890464773275362,0.6223096764272084
0.6155807795284455,0.6086988443635188,0.6702789484246438,0.5624244382118716,0.619574847163282,0.6006848146767662,0.6832330353208885,0.48384304856245774,0.6255883151916407
0.5763610076481939,0.5692556582122683,0.6432276130433147,0.570534836098615,0.5984832605061889,0.5869050251097565,0.6563026571613739,0.5411547329522125,0.6272954107577146
