largest,largest+,smallest,UWA,VWA,VWANLrg,cosine,concat
0.791588785046729,0.7532710280373832,0.7542056074766356,0.6785046728971963,0.7224299065420561,0.8911290322580645,0.5201612903225806,0.6774193548387096
0.7079953650057937,0.7184241019698725,0.7415990730011588,0.7601390498261877,0.6674391657010429,0.8242677824267782,0.6276150627615062,0.799163179916318
0.7853982300884956,0.834070796460177,0.7422566371681416,0.7942477876106194,0.7466814159292036,0.7450980392156863,0.5882352941176471,0.7529411764705882
0.6560364464692483,0.6526195899772209,0.6856492027334852,0.7300683371298405,0.6412300683371298,0.7324561403508771,0.5307017543859649,0.793859649122807
0.7906403940886699,0.7844827586206896,0.729064039408867,0.8386699507389163,0.7610837438423645,0.9663461538461539,0.5192307692307693,0.9038461538461539
0.7484536082474227,0.777319587628866,0.7237113402061855,0.756701030927835,0.702061855670103,0.9775784753363229,0.6547085201793722,0.9013452914798207
0.7064327485380117,0.8116959064327486,0.6853801169590643,0.8619883040935673,0.6690058479532164,0.88671875,0.6328125,0.83984375
0.7428571428571429,0.736734693877551,0.7234693877551021,0.7785714285714286,0.673469387755102,0.7844036697247706,0.6146788990825688,0.8669724770642202
0.7395529640427599,0.7337220602526725,0.7317784256559767,0.6948493683187561,0.6676384839650146,0.8032128514056225,0.5502008032128514,0.8273092369477911
0.6730954676952748,0.6759884281581485,0.7560270009643202,0.8341369334619093,0.660559305689489,0.8636363636363636,0.5909090909090909,0.8347107438016529
0.7442622950819672,0.7355191256830601,0.7792349726775957,0.7169398907103826,0.6797814207650273,0.9065420560747663,0.5514018691588785,0.9672897196261683
0.7333333333333333,0.7274509803921568,0.7225490196078431,0.7872549019607843,0.6725490196078432,0.8880597014925373,0.582089552238806,0.8656716417910447
0.6824395373291272,0.6603575184016824,0.6792849631966351,0.807570977917981,0.6824395373291272,0.8311258278145696,0.6556291390728477,0.7880794701986755
0.654296875,0.6533203125,0.5830078125,0.744140625,0.625,0.9019607843137255,0.6627450980392157,0.9215686274509803
0.785375118708452,0.768281101614435,0.7113010446343779,0.7350427350427351,0.7673314339981007,0.7588652482269503,0.5425531914893617,0.8617021276595744
0.7531428571428571,0.7474285714285714,0.824,0.7554285714285714,0.8091428571428572,0.7822222222222223,0.5377777777777778,0.7155555555555555
0.8047276464542652,0.8211716341212744,0.8458376156217883,0.7718396711202467,0.6885919835560124,0.9359605911330049,0.5369458128078818,0.8423645320197044
0.7676991150442478,0.7533185840707964,0.8130530973451328,0.7898230088495575,0.7422566371681416,0.7913669064748201,0.5539568345323741,0.7230215827338129
0.7430555555555556,0.7390873015873016,0.7748015873015873,0.7698412698412699,0.7162698412698413,0.7756653992395437,0.8060836501901141,0.7186311787072244
0.7175974710221286,0.5147523709167545,0.708113804004215,0.6975763962065332,0.7070600632244468,0.954954954954955,0.6621621621621622,0.8378378378378378
0.6832993890020367,0.6812627291242362,0.7169042769857433,0.6629327902240326,0.6690427698574338,0.8565400843881856,0.6244725738396625,1.0
0.7565725413826679,0.7468354430379747,0.7750730282375852,0.7857838364167478,0.6095423563777994,0.8745098039215686,0.5568627450980392,0.9333333333333333
