largest,largest+,smallest,UWA,VWA,VWANLrg,cosine,concat
0.9476635514018692,0.9570093457943926,0.9532710280373832,0.9598130841121495,0.9504672897196261,0.9193548387096774,0.8528225806451613,0.9637096774193549
0.93279258400927,0.9409038238702202,0.9466975666280417,0.9629200463499421,0.9235225955967555,0.9288702928870293,0.8723849372384938,0.9581589958158996
0.9657079646017699,0.959070796460177,0.9535398230088495,0.9745575221238938,0.952433628318584,0.9450980392156862,0.7941176470588235,0.9372549019607843
0.9362186788154897,0.9419134396355353,0.9498861047835991,0.9476082004555809,0.9179954441913439,0.9078947368421053,0.8464912280701754,0.956140350877193
0.9655172413793104,0.9618226600985221,0.958128078817734,0.9704433497536946,0.9322660098522167,0.9615384615384616,0.8725961538461539,0.9663461538461539
0.9268041237113402,0.9206185567010309,0.9371134020618557,0.9474226804123711,0.9505154639175257,0.9506726457399103,0.8766816143497758,0.9506726457399103
0.928654970760234,0.9333333333333333,0.928654970760234,0.9415204678362573,0.9157894736842105,0.95703125,0.892578125,0.953125
0.95,0.9448979591836735,0.9704081632653061,0.9561224489795919,0.926530612244898,0.9403669724770642,0.8348623853211009,0.944954128440367
0.9368318756073858,0.9378036929057337,0.9115646258503401,0.9407191448007775,0.9329446064139941,0.9477911646586346,0.7429718875502008,0.927710843373494
0.9064609450337512,0.914175506268081,0.914175506268081,0.9469623915139826,0.9209257473481196,0.8925619834710744,0.7789256198347108,0.9421487603305785
0.9344262295081968,0.9311475409836065,0.9366120218579235,0.9398907103825137,0.9431693989071038,0.9392523364485982,0.8738317757009346,0.9672897196261683
0.9343137254901961,0.9176470588235294,0.9343137254901961,0.9303921568627451,0.9333333333333333,0.8843283582089553,0.7873134328358209,0.8955223880597015
0.9095688748685594,0.9242902208201893,0.9400630914826499,0.9453207150368034,0.9400630914826499,0.9503311258278145,0.8625827814569537,0.9105960264900662
0.9599609375,0.9462890625,0.9501953125,0.9482421875,0.9423828125,0.9137254901960784,0.8568627450980392,0.9411764705882353
0.9002849002849003,0.899335232668566,0.9287749287749287,0.9183285849952516,0.9164292497625831,0.9397163120567376,0.8262411347517731,0.9432624113475178
0.952,0.9485714285714286,0.9611428571428572,0.9451428571428572,0.944,0.9466666666666667,0.7755555555555556,0.9422222222222222
0.9588900308324769,0.9609455292908531,0.9547790339157246,0.9578622816032888,0.9537512846865365,0.9310344827586207,0.8596059113300493,0.9310344827586207
